Postcode,Latitude,Longitude
KA8 8NJ,55.48126,-4.6199
GL52 6QX,51.89482765,-2.05868985
YO19 5EP,53.95572,-0.97296
TQ12 5UZ,50.5165239,-3.5971741
EX2 7LL,50.72045892413793,-3.47332394137931
IV1 1TF,57.48399,-4.22485
SY23 3JQ,52.40223025,-4.0427576125
PO9 1LR,50.8534846,-0.9928599
BD21 1AQ,53.85803,-1.91207
B70 0DE,52.5284,-2.02581
AB23 8EZ,57.1867126,-2.0917554
TN24 0SH,51.1317449,0.9046096
SP2 7LD,51.0711056,-1.8184312
HP12 3TS,51.62061,-0.77539
IP31 1SX,52.2623964,0.7123783
SL1 4SH,51.522523,-0.6359891
PE7 3WG,52.52619,-0.23391
MK16 9AN,52.08399,-0.71632
RM3 0AP,51.59163,0.21827
SL6 0ND,51.52438,-0.67323
RM3 8SE,51.59841,0.22012
BA13 4FG,51.26995,-2.20549
RG30 6HW,51.46187745,-1.01433425
CO10 1WH,52.0519235,0.7372855
CM8 1ED,51.785239825,0.619100675
CT3 4JZ,51.31598,1.17315
LL77 7XA,53.24951358571429,-4.302849328571428
SL6 2DP,51.4937104,-0.6872605
NP19 4SU,51.56628301666667,-2.9469229833333332
AB21 9NP,57.17690104500001,-2.157840495
SS6 7UT,51.57731,0.60555
GL51 9NJ,51.9205734,-2.0957428
DG1 3JN,55.0711788,-3.5600188
CM8 3PN,51.85327,0.62251
CO1 2TJ,51.88920506666667,0.9185313666666666
BA11 4BG,51.2214699,-2.32988
CM1 3BH,51.72194155,0.45247205
NR2 4TF,52.635344575,1.285727125
KY15 5RJ,56.30891,-3.03513
GL2 5DQ,51.83847,-2.2665
SP10 3LF,51.21828558,-1.5118404
LL11 4RE,53.0655081,-3.0028926
KY1 3NU,56.14014,-3.1523
GL2 5YB,51.8402237,-2.2669395
LS12 1DX,53.791128566666664,-1.5716002333333334
KA13 7QJ,55.661,-4.68575
BS34 7QS,51.511972433333334,-2.5822392777777776
ST4 2ST,53.0108676,-2.156361
LN6  3TA,53.20302,-0.61602
SA14 9UU,51.672896075,-4.140155875
ST16 3BS,52.813959739999994,-2.1190197399999997
IP6 8NZ,52.14763743333333,1.0627260333333335
CF71 7DP,51.44956775,-3.41684465
S45 9HZ,53.16764,-1.39531
ML4 3LR,55.8249846,-4.0438164
CM8 3UJ,51.79958,0.6489
SR5 3JT,54.9215,-1.41852
LA11 7LS,54.16628,-2.96918
NE21 5SR,54.96547,-1.6915
CB21 5DQ,52.1873151,0.2093258
DN31 2TG,53.5761191,-0.11470952857142856
RG4  8EH,51.4642747,-0.9593924
KT19 8EX,51.33555325,-0.2680062
TS18 2PH,54.5712248,-1.2804696
SR4 6SJ,54.90926,-1.42915
BS5 9JD,51.4580933,-2.5632327
NE5 1NB,55.00311,-1.69552
DE24 8HR,52.91265025,-1.45691655
WN7 3PT,53.479016771428576,-2.546443542857143
PO19 8PH,50.83273,-0.79248
SN14 6NQ,51.46614675,-2.1452051
ML4 3LW,55.82307,-4.0443
SM3 9RN,51.37665,-0.21109
TS18 1TL,54.56736,-1.30511
S41 8NQ,53.26363,-1.43222
TN21 8DP,50.9686447,0.25518926666666664
DA11 8SY,51.42287,0.34436
CR0 2DP,51.3855877,-0.0890236
DA8 1EW,51.49228,0.1656
S25 3AF,53.37035,-1.23105
SW18 4LR,51.4472776,-0.1912095
DA14 5AZ,51.41095763333333,0.14030276666666666
SG14 1NN,51.79369447692308,-0.09042546153846154
S62 6EW,53.4479742,-1.3526234
RH10 9PB,51.13771,-0.16691
CH62 3QB,53.33056,-2.97125
EH52 5NP,55.94024,-3.45031
IP12 1NH,52.09992,1.32575
GU16 6QP,51.30805,-0.70457
G73 1LB,55.83479,-4.20174
NG19 9NR,53.1623,-1.20039
M17 1JT,53.47249,-2.3243
CR0 2XJ,51.38827,-0.0982399
FK2 7XY,56.0129612,-3.7735908
GL52 7DQ,51.9476217,-2.0806438
EX31 1HN,51.0863299,-4.07993
ME20 7BT,51.30303,0.49263
BN23 6QU,50.795006,0.28510635714285715
G32 8RH,55.83769,-4.17943
GU12 4DJ,51.23970559166667,-0.7418268333333333
MK11 3EW,52.04441,-0.82398
BS10 7TU,51.520393775,-2.6192325
SN2 8EJ,51.5770109,-1.7730015
IV36 1LS,57.60558,-3.61912
DN11 8EW,53.42589,-1.04945
RH16 4EQ,50.99132915,-0.1007264
YO43 3PH,53.8806772,-0.7136416
IV1 1SG,57.48686026,-4.2142951
TS24 7LD,54.6800966,-1.2110285
DL1 1RJ,54.5302519,-1.5488809
PH1 5AS,56.4082,-3.44992
KY1 2YX,56.13820185,-3.1262043
BS34 6QB,51.5237628,-2.5708985
BS22 8NA,51.34451088461539,-2.944240469230769
HR6 0FD,52.2169,-2.73235
LE2 7SL,52.6191684,-1.1351253
TS10 5BW,54.61269842000001,-1.0869272300000001
E16 4SA,51.52007914285714,0.003938128571428572
PE30 2JG,52.7712059,0.4137583
G52 4BL,55.8621283,-4.3643766
NR31 6JA,52.57099,1.72389
NR20 4HP,52.735691,0.8901437
NR30 3PS,52.5889174,1.7333612
NR6 6JB,52.67258572631579,1.2921750578947369
NN5 5JP,52.23181092916667,-0.9103651958333334
BN23 6PE,50.7895922,0.305738
PH1 3DZ,56.41672492571429,-3.4582145028571425
B35 6AJ,52.520019,-1.7976285
IP24 3QS,52.40506565,0.729510525
KY12YY,56.13222,-3.12695
IP3 9PL,52.0347491,1.1995754
S182XP,53.29961,-1.46019
NR4 6DN,52.6079786,1.292244975
DD8 3EZ,56.65001175,-2.8842261
G82 2RH,55.94966,-4.56895
EH52 5AU,55.9366,-3.44867
WV10 9LA,52.60687,-2.12568
NE10 0AD,54.95537,-1.57435
SS9 4XX,51.5633399,0.65945
NE4 9HN,54.9777749,-1.65011125
RG9 1HG,51.5293599,-0.89553
B24 8NB,52.50817646666667,-1.8496015666666668
RH10 6AN,51.1118460375,-0.1897017625
NN16 0BY,52.3992654,-0.7248321
CW9 6DE,53.27407,-2.4849
AL9 5SD,51.7416399,-0.21239
NN13 7EU,52.02723,-1.13892
LS12 6EY,53.77422,-1.58707
EX17 1EU,50.7910899,-3.64038
WV4 6DW,52.56125,-2.10829
TR20 8DU,50.14534,-5.47748
SN2 8DP,51.57488,-1.76629
WR10 2DB,52.13008,-2.07303
SY22 6EA,52.78155105,-3.0885798
PE25 3RN,53.1453,0.3300646
LL13 9UZ,53.04533553333333,-2.9361487333333334
NN8 4RJ,52.319998875,-0.6874021
B70 7EG,52.5128714,-1.9973993
BS2 0PX,51.44975865,-2.57683275
SY11 1JE,52.8677,-3.03831
NR16 2HS,52.45188,1.0450299
LE3 2JG,52.60239,-1.17502
GL2 5DB,51.84523,-2.26283
TF1 2FF,52.70036,-2.4984
HU10 6RJ,53.748284625,-0.4254276
SY1 3EQ,52.7418762,-2.734367
NN17 5DX,52.49768,-0.67723
SS8 0PQ,51.5223305,0.5573046
NG10 1LR,52.8915136,-1.2630435333333334
PE28 4JL,52.3868439,-0.2561475
DE22 1DZ,52.94368101538461,-1.474562626153846
FY4 2RP,53.77873188571428,-3.0318862
SO40 3SH,50.93312,-1.50213
PE2 7BW,52.5544746,-0.2597195
PL31 1ES,50.4622535,-4.7115382
PL7 5FL,50.382290133333335,-4.015087
S41 9ED,53.2725941,-1.4414833
TA2 6BJ,51.025609726666666,-3.1242506133333334
SK11 0TA,53.2379,-2.13206
CO2 8HF,51.8721,0.92814
DY6 7UA,52.5017799,-2.14577
LL16 5TA,53.19345810714286,-3.4133694
AB43 9HU,57.68228,-2.00648
BA6  9LZ,51.14832,-2.72784
PE11 3SW,52.8017781,-0.144161
DY5 1JJ,52.49069,-2.11411
DG1 3PG,55.0804347,-3.5556824
WA2 8HY,53.40160895,-2.5933492
DD2 4UH,56.4762,-3.05525
PL7 4AY,50.39468,-4.0471899
SK9 3LP,53.34878,-2.21129
PR1 8SZ,53.76165,-2.71746
HX4 8LZ,53.68611375,-1.8628784600000001
G74 1PW,55.76653,-4.20776
CH1 4NS,53.1934475,-2.9205164
M27 9HH,53.51568,-2.35267
IP32 6NU,52.26889865,0.7052492
HP1 2UJ,51.74264713333333,-0.5261978666666667
EH7 6UL,55.9560438,-3.1264997
IP19 8EN,52.3372916,1.5069748
HS1 2RA,58.20654365,-6.37896145
HU3 4TG,53.73106,-0.37157
CF45 4UB,51.65076,-3.32322
ST1 4AS,53.02219,-2.18974
LE5 0HJ,52.647360766666665,-1.1049697333333335
ME14 5DQ,51.27399,0.53267
NG2 4EL,52.9457963,-1.1217835
DN31 1UH,53.5717215,-0.0883091
DN15 6PY,53.5860847,-0.6524574
B30 3DY,52.4197928,-1.9209784
OX3 8ST,51.75368,-1.19418
DH3 2BQ,54.880012216666664,-1.5775212666666667
CV34 5JB,52.2893032,-1.5738970666666665
HU2 0LF,53.75556,-0.33524
B60 4AD,52.29791,-2.07453
BS30 8XJ,51.4575044,-2.4736522
CF31 3UN,51.49816,-3.55974
M35 5DR,6.63779305,-73.29001830526204
CH1 4LQ,53.1947213,-2.9289743
B30 3HH,52.4165023,-1.9238401
HR1 1JS,52.07245,-2.7039
NP19 4SL,51.57204098490566,-2.948470875471698
CF37 5TF,51.57152458,-3.29361756
WV10 0LL,52.590124,-2.1188872
E2 6JL,51.5241352125,-0.0595333375
CF11 8AT,51.46796,-3.20257
KA8 9RX,55.4757505,-4.595426789999999
RH20 1NN,50.92517,-0.56528
KY4 0BX,56.13021,-3.37775
SA7 9DE,51.66064,-3.90624
CA14 5AF,54.62878,-3.56352
DN16 1TT,53.58348,-0.63439
SA34 0HH,51.8193315,-4.60866335
CT16 3PT,51.15323843333333,1.3039030666666667
FY6 7HU,53.8485925,-2.9869832
DD2 3TN,56.48331,-3.01036
DN36 4AS,53.53458475,-0.04320905
IP3 9RT,52.02888873076923,1.2049623615384617
G4 0BY,55.8671543,-4.2413332
BB8 9RG,53.85851,-2.17576
NE28 6UE,54.9892,-1.49276
AL2 2JX,51.71456,-0.3335099
BD4 8RS,53.7837429,-1.7209377
PL26 7YW,50.36601,-4.8710699
SG19 3LW,52.1462382,-0.1940068
WV1 2HT,52.5830748,-2.1015457
WN8 9TA,53.5408,-2.78214
CA14 4JW,54.6135187,-3.51952165
PR2 2YL,53.7608183,-2.75139205
LA9 6NZ,54.344466807692314,-2.7373311307692307
PR8 5EG,53.63466425,-3.00225505
KA18 1BJ,55.44994,-4.27005
B71 4JW,52.5093699,-1.97581
AB21 0PS,57.20325986666666,-2.294902908333333
BD5 8HW,53.770206,-1.7513592
CH5 2NU,53.2268173,-3.0038705
B97 6BG,52.31244,-1.94617
KY11 8UN,56.0494248,-3.4395325
EH6 8LB,55.9636682,-3.1654531
CA6 4SE,54.92493,-2.96903
PL6 7PL,50.42196,-4.08772
B24 8TQ,52.5043134,-1.8513487
ML8 5ET,55.75772,-3.86788
G74 1PF,55.76555,-4.20678
DE7 8EF,52.976698574683546,-1.3199864088607594
DE4 5FW,53.149534675,-1.510020275
EX2 8PN,50.70606553333333,-3.5300244
G65 9JX,55.97668276666666,-4.060301433333334
NR9 4LF,52.5801747,0.9966884
OX29 4TR,51.77326,-1.3799999
SG6 1WB,51.98225805,-0.2123655
BB8 9NP,53.85503,-2.18142
M46 9EY,53.52424,-2.4862
BT47 3 LZ,13.554744633300897,2.1123522147753677
HR6 0RL,52.21884,-2.73548
CA3 0JY,54.92943386666666,-2.9550528666666667
NE2 4ND,54.98312,-1.63239
TD5 8DW,55.5897023,-2.42600725
ST16 3DY,52.8206,-2.11736
NW5 1LE,51.5560581,-0.1461997
G32 6AF,55.85633,-4.18187
L20 8LR,53.44015,-2.99569
BB9 9HG,53.83928307777778,-2.204918466666667
EN6 3JN,51.7070665,-0.2057809
ST13 5QF,53.1,-2.03588
ST3 1EW,52.99168,-2.13746
CT21 4LR,51.0787199,1.01268
PL21 9GS,50.38591,-3.95356
NE4 6AB,54.970979,-1.6247514
WF10 2JA,53.7310182,-1.3517906
GL1 2RN,51.8684801,-2.254154
EN1 1TH,51.65328287142857,-0.05728509285714285
SP2 7NU,51.06898,-1.81289
EX2 8PU,50.704778839999996,-3.5307754
B76 9QA,52.54629,-1.73539
DN31 2TP,53.5759326,-0.1186969
WF17 9LW,53.7419345,-1.6559315
HU12 9EF,53.73943,-0.13729
LE13 0DA,52.76266945714286,-0.8946992428571429
HP9 1QJ,51.60951,-0.64411
CB24 4UG,52.27521973333333,-0.0104808
RG19 6HN,51.37498,-1.28387
L41 2TW,47.446868851850446,9.6993269868312
SK4 2BE,53.40979,-2.18051
DT1 1XU,50.7187044,-2.4416781
BA13 4JR,51.2735462,-2.2102603
IV3 8RG,57.4823177,-4.2821742
SO15 1GZ,50.90115035,-1.4114656
WA8 5SG,53.3870999,-2.71791
BT92 0JB,54.2572539,-7.44964565
CA11 9BL,54.66630357727273,-2.7620350772727273
EX2 8BY,50.71576846666667,-3.5319712
BS23 3YX,51.3422889,-2.9572102
G14 0AQ,55.87538,-4.35383
PR5 6AR,53.7163292,-2.6421964
S71 3HU,53.57479,-1.45429
TN2 3BQ,51.1547047,0.2860414
BS32 4QD,51.547113625,-2.563894075
EH21 7UQ,55.93646,-3.06017
BT42 3HB,54.85157507727273,-6.258542409090909
NE12 9UP,55.02441,-1.53542
SS13 1AX,45.498079807274586,12.237144196534857
SS13 1EY,51.58574,0.50805
DL1 1YF,54.52907,-1.52447
KA8 8AA,55.4667229,-4.6332675
OL16 5QN,53.61253,-2.14993
M38 0PT,53.533,-2.43682
SR2 9TE,54.8798,-1.36945
TN11 8NN,51.23225,0.21819
WF10 5DF,53.7220735,-1.3610703
CB11 3AN,52.019068275,0.25447585
CV34 5LW,52.29005146,-1.57309102
NG3 6JP,52.9653019,-1.11721701
OL8 4AU,53.535885875,-2.129719725
B6 4SL,52.49548465,-1.89252155
IP11 3HH,51.9536716,1.3310301
LE3 1UQ,52.6331979,-1.2130867
IM4 4RG,54.17319175714285,-4.494929657142857
B11 2QX,52.45370596666667,-1.8564239666666669
LE10 3ED,52.5359861,-1.4164881
B69 3ES,52.51102,-2.0226799
CA11 9BF,54.664479533333335,-2.7677124833333333
SA72 4RZ,51.69401,-4.92096
S9 4WA,53.38201885,-1.430592575
DE13 0DF,52.8271781,-1.61899945
PH1 3DG,56.41853,-3.45297
MK14 5BP,52.0784956,-0.74223295
NE23 1BB,55.09876,-1.6120699
PO7 7XU,50.88379,-1.04352
PH2 7SR,56.4231939,-3.2225272
SY11 3DA,52.92951,-3.01222
GU47 9DB,51.3443731,-0.803339
W3 0TJ,51.52362,-0.2776699
W3 8BL,51.49951,-0.27342
DY2 0XQ,52.49523,-2.09802
BH12 4NU,50.75162,-1.94435
WS12 1NR,52.70373,-1.98326
IP32 7DF,52.2389892,0.7454808
HD1 3LP,53.6403899,-1.79009
PO30 5UY,50.70463,-1.29472
LL31 9NX,53.2807197,-3.7932377
RG2 0BE,51.44411925714286,-0.9707937714285715
GU9 9PA,51.22415,-0.77289
PR2 1BQ,53.76761,-2.72647
BS11 0YA,51.524997,-2.68509395
RG41 1QN,51.42855,-0.84997
BS5 6NJ,51.46926,-2.56658
SL3 0EN,51.48042,-0.50646
E6 7FF,51.51497745416667,0.08776831041666666
MK42 9QS,52.11694,-0.47601
B7 4TS,52.49020028888889,-1.8698732888888887
RG22 4AP,51.25113,-1.10556
AB11 6HJ,57.14265554666667,-2.1020291066666665
KY8 4RB,56.19647,-3.00627
M32 0HX,53.45377,-2.3005
SA73 1DP,51.71352,-4.9926
SA62 4BW,51.8313826,-4.9564238
MK43 0DG,52.0671945,-0.6107043
SA1 7DA,51.65473,-3.90219
ST18 0YJ,52.8018904,-2.083738
MK18 1DR,51.99444,-0.99515
HG4 1TT,54.1292287,-1.5126001857142857
RG1 8LL,51.4621207,-0.9834833
TR4 9BA,50.3135652,-5.0315614
M38 9ST,53.5348554,-2.4295715
CM7 2GB,51.87942,0.53483
KT9 1SG,51.3692386,-0.2954266
CM23 5PB,51.87243205,0.17740583333333332
EN10 6SG,51.7419562,-0.0038854
NR32 2JP,52.47633,1.74873
WN6 0XQ,53.5940047,-2.6496712
DA11 9SN,51.45168,0.31771
ME7 1AF,51.39547,0.55733
RH10 9RD,51.13761,-0.16558
FK2 9ZD,56.00774,-3.7661
DL1 1XZ,54.53068088333334,-1.5217091166666665
M46 9BJ,53.51531,-2.47702
LE11 5HN,52.77834,-1.21757
DE55 2FH,53.1137338,-1.3259124
BS48 1JJ,51.4382459,-2.7528968
BS11 8DX,51.5018117,-2.6796995
WV10 8QU,52.63151,-2.09271
WS11 0HP,52.6866591,-2.026471
SN25 5AZ,51.5970059,-1.7746594
DL7 8UB,54.34533056666666,-1.4414097
TN38 9RT,50.87735,0.5316999
RG21 6YH,51.27613,-1.1050899
PO15 5SR,50.87295,-1.25913
YO22 5HL,54.4679423,-0.6304845666666667
RG24 8NS,51.27402,-1.06622
WS10 7XB,52.5556369,-2.0355136
G67 2UH,55.94459375,-3.97574405
WF10 4UA,53.712879126666664,-1.3484166666666666
CV3 4FG,52.3777238,-1.4774965
BH11 8LZ,50.75715,-1.92295
KT19 9AU,51.34325,-0.26297
DA17 6AZ,51.49487,0.16139
SG4 0UD,51.9634864,-0.2638101
GU1 1RU,51.260377139999996,-0.5647835400000001
KT22 7DG,51.30532,-0.32881
IP6 9TH,52.1823044,1.1312355
LU4 8QB,51.89672,-0.44808
NG9 6QG,52.902568425,-1.2391383
NW10 6LX,51.53017,-0.25926
WA1 2HZ,53.3856892,-2.5833504
DA17 6AT,24.94202415,121.37187771961692
CM23 2TH,51.8847527,0.1742097
BL5 1FQ,53.5349999,-2.44542
N22  5LE,51.599283175,-0.10029195
SE28 0AB,51.495424119999996,0.0984018
BA13 4JB,51.27766,-2.2006899
RM20 4BH,51.47708,0.28714
AB12 3AX,57.1279,-2.0819899
HP21 9DR,51.7933499,-0.8027
NR6 6ED,52.6671951,1.280997
HP19 8UG,51.81805,-0.82826
LS25 7QH,53.7594,-1.38475
NN17 5YH,52.4952277,-0.676388
DN12 4LH,53.4887121,-1.262256
LE1 2BA,52.63831,-1.12294
CV37 0HR,52.2026588,-1.7191802
NN4 8JD,52.22683015,-0.9103626
B6 4BA,52.492986,-1.8871667
PE21 7RP,52.96478,-0.01512
B69 3EX,52.51385,-2.02336
S44 5HY,53.24166,-1.3279399
UB2 5LE,51.50602,-0.3885199
LN6 3LQ,53.20192,-0.60297
LU1 1UU,51.8850106,-0.4520943
NG24 2DX,53.08682932,-0.78924262
B42 1DU,52.52687396666667,-1.9243631166666668
NG9 1LA,52.915962719999996,-1.21011462
NE15 8NX,54.9711961,-1.7081432
B78 3RW,52.6151707,-1.6949091142857142
ME4 4PY,51.37869,0.53146
NN13 7AX,52.02377,-1.13821
KA8 8BG,55.4706,-4.63243
GU14 8BD,51.306729,-0.7502156
EH11 4DB,55.9268509,-3.29926845
ME16 0LQ,51.2941999,0.49851
HP12 4HH,51.6302499,-0.79215
ME15 9YN,51.23973,0.56499
SL1 6BB,51.5206594,-0.6477988
RG1 8HH,51.4633361,-0.9833849
RG41 5AB,51.42400005,-0.86597455
LL15 1LY,53.12084225,-3.31159035
TF9 3SL,52.9102706,-2.4958018
EH52 6PX,55.9591909,-3.4798395666666666
TS15 9JT,54.50809175,-1.30003225
BB1 5DE,53.75047,-2.47325
S41 9EG,53.26331,-1.43027
DN2 4QP,53.5470643,-1.0900765
DH7 8AB,54.74946835,-1.6302876
SK14 1HD,53.44672,-2.07414
LN6 7DA,53.21979,-0.55234
TS4 2ET,54.56873,-1.22404
BD19 6JT,53.7194,-1.73403
PE1 5HE,52.5793521,-0.2068445
DN15 6AH,53.59438,-0.64356
ST1 5LG,53.0262327,-2.1886654
S81 7AE,53.3135199,-1.12419
LL11 2UB,53.07189,-2.99796
YO32 9GY,53.98561,-1.05073
HA7 1BU,51.6016,-0.2955
TN27 8JW,51.1274,0.64615
PE6 7JT,52.63852,-0.30246
GU3 3HF,51.26534,-0.63492
DE14 1NR,52.8074773,-1.6286255
BN2 4PB,50.85211449166667,-0.10435313333333333
PE1 5YN,52.5899164,-0.2013288
PL19 9QR,50.59576,-4.11422
HU8 8DA,53.7602,-0.3271
DD5 3RY,56.48449,-2.88734
OX9 3SE,51.73956,-0.96655
HU8 7QF,53.75366,-0.3180799
CA1 3NX,54.8833752,-2.9053582
CF31 1UA,51.5046111,-3.5708909
NR2 4EE,52.6389078,1.2735397
TW14 0UQ,51.46118,-0.40668
OX5 1JE,51.82999,-1.30164
SE28 0GW,51.4910775,0.0928595
BT604HT,54.2875745,-6.83476
G73 1UB,55.83345,-4.21581
CV7 9EL,52.4645,-1.47512
YO12 4EH,54.27201,-0.41723
TN22 1QL,50.96887137837838,0.08912514054054055
WN3 6PQ,53.53355,-2.65548
FY8 1UB,53.75255,-3.02687
WS10 8LN,52.57944,-2.03152
WV14 7LF,52.56181,-2.06168
IG11 9PG,51.53376585,0.10511288333333332
B24 9QB,52.5173719,-1.804717
HD1 6RJ,53.6525614,-1.7729841
LS27 7FN,53.75466,-1.62141
S26 5NU,53.3453,-1.29685
YO8 5JE,53.7980145,-1.04197
HR9 7QG,51.92886,-2.57654
EH27 8DF,55.89799,-3.43957
GU12 4DL,51.239547525,-0.74246225
EN1 1SP,51.64561955,-0.057773675
UB4 0SL,51.50979,-0.39503
CT5 3JF,51.3579066,1.0577701
DA14 5AQ,51.4198499,0.12283
YO30 4WR,53.985099,-1.09853165
EX2 7LW,50.7216106,-3.4709740941176475
LE11 1ND,52.77885,-1.2110399
NE35 9LZ,54.9473,-1.47218
TS18 3TR,54.544813,-1.32849
RH1 5EP,51.19488,-0.16289
EX8 4NP,50.63194,-3.39896
PL7 1RF,50.3887866,-4.0698733
TR4 9LD,50.262026459090904,-5.12247636969697
BH20 6HQ,50.6841576,-2.22230165
KT3 3NE,51.4027761,-0.2702298
LA3 3DG,54.0599968875,-2.85977905
L3 7DB,53.41594,-2.99374
EH16 5UY,55.934074825,-3.145101375
BL2 1DU,53.57118,-2.42255
PO37 7BU,50.635867,-1.1765202
BT8 8ES,39.658071750000005,20.858245720093556
DN364SE,53.5393319,-0.0487465
BT25 1NN,-4.508316865916343,-80.43826765320743
CV6 2FR,52.442593,-1.5333616
CV6 6LA,52.4551,-1.48462
BA22 8XJ,50.94796,-2.67665
UB8 2RT,51.53749,-0.49371
ME6 5UA,51.32591,0.44771
